Language name,Glottocode,ISO code,Latitude,Longitude,Numeral system,Numeral subsystem,Notes,Formation of 5,Formation of 10,Formation of 15,Formation of 20,Formation of 40,Evidence of binary counting?,Evidence of ternary counting?,Evidence of quaternary counting?,Evidence of quinary counting?,Evidence of senary counting?,Evidence of decimal counting?,Evidence of vigesimal counting?,Evidence of a body-part tallying system?,Documentation of a hand word used somewhere? (Papuan languages only),Family,"Ancient, creolized, simplified, standardized, or diasporic variety of another language?",Family-majority system,Family type,On the New Guinea mainland?,Nation,Subregion,Datasets,Number of sources,Dialects included
Minokok,mino1243,mqq,5.43348,116.759,decimal,decimal proper,11 = 10 + 1; 20 = 2 ⋅ 10,5,10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sabah,barlowpacific,1,_
Misima-Paneati,misi1243,mpx,-10.6821,152.696,quinary,quinary,"5 contains hand; 6 to 9 = 5 + n; newer (?) decimal system, too",5 or hand completed (?),10 ⋅ 1 (innovative?),10 ⋅ 1 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Milne Bay,"abvd (2x), barlowpacific (2x), numerals",5,_
Misool-Salawati Ma'ya,maya1282,slz,-1.22329,130.909,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,West Papua Province,"barlowpacific (4x), numerals (2x)",6,_
Miu,miuu1237,mpo,-5.88037,149.557,quinary,quinary,6 to 9 = n + x,5 (innovative?),5 + 5 (different forms) or fist pair completed (?),fist pair completed plus 5 (?),fist pair foot completed (?) or fist pair 2 (?),fist pair 4 (?),no,no,no,yes,no,maybe,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,West New Britain,numerals,1,_
Mlap,mlap1238,kja,-2.57316,140.264,binary,binary+3,4 = 2 + 2; 5 contains arm?,arm x (?) or 5 (?),arm 2 (?),unknown,arm 2 leg 2 (?) or person 1 (?),person 2 (?),yes,no,no,yes,no,insufficient data,yes,_,yes,Nimboranic,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Modang,moda1244,mxd,0.80793,116.573,decimal,decimal modified,subtraction for 9 ?; 11 = 1 + 10; 12 = 2 + 10,5,10 (innovative?),5 + 10,2 ⋅ 10 (different form),4 ⋅ 10 (different form),no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Kalimantan,"abvd, barlowpacific, numerals",3,_
Modole,modo1249,mqo,1.40199,127.752,quinary,quinary,"simplex 6 and 9; 7 = x + 2, 8 = x + 3; 9 is likely < Austronesian; 11 = 10 + 1",5 (?),1 ⋅ 10 (?),unknown,10 ⋅ 2 (?) ; 20 (?),10 ⋅ 4 (different form),no,no,no,yes,no,yes,maybe ,_,_,North Halmahera,_,quinary,Papuan,no,Indonesia,North Maluku,barlowpacific,1,_
Moere,moer1240,mvq,-4.62246,145.458,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Moi (Indonesia),moii1235,mxn,-0.96532,131.52,quinary,quinary,6 to 9 = 5 + n (3 and 4 < Austronesian?) (Galis 1955 records a decimal system),5 (?),10 (?) or 5 + 5 (?),10 ⋅ 1 + 5 (?),1 man (?) or x 2 (?),x 4 (?) or 10 ⋅ 4 or 2 man (?),no,no,no,yes,no,yes,yes,_,_,West Bird's Head,_,quinary,Papuan,yes,Indonesia,West Papua Province,"barlowpacific (2x), numerals (2x)",4,_
Moikodi,moik1239,mkp,-9.60232,148.312,unknown,unknown,data unclear (6 = 7),5 (?),unknown,unknown,x x (?),unknown,no,no,no,insufficient data,no,insufficient data,insufficient data,_,_,Yareban,_,binary,Papuan,yes,Papua New Guinea,Oro,barlowpacific,1,_
Mokati,wana1269,wnb,-4.78822,145.419,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Moken,moke1242,mwt,10.1474,98.6765,decimal,decimal modified,"subtraction for 8, 9 ?; 11 to 19 = 10 + n",5,1 ⋅ 10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Thailand,Thailand,"abvd, barlowpacific, numerals",3,_
Mokerang,moke1240,mft,-2.01602,147.423,decimal,decimal modified,"subtraction for 7, 8, 9; 11 = 10 + 1, 12 = 10 + 2",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Manus,"abvd, barlowpacific (2x)",3,_
Mokilese,moki1238,mkj,6.65651,159.776,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10 (innovative?) or 10 (innovative?),1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Micronesia,Pohnpei state,"abvd, numerals",2,_
Moklen,mokl1243,mkm,8.16761,98.3176,decimal,decimal modified,"subtraction for 8, 9 ?; 11 to 19 = 10 + n",5,1 ⋅ 10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Thailand,Thailand,"abvd, numerals",2,_
Mol,amol1235,alx,-3.46843,142.532,quinary,quinary,binary element? (4 appears to be x + x); 6 to 9 = 5 + n,5 (?),5 + 5,5 + 5 + leg (?),leg leg (?),unknown,maybe,no,no,yes,no,no,insufficient data,_,_,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific (2x),2,_
Molbog,molb1237,pwm,7.956663,117.030502,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10 or 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Mimaropa,"barlowpacific (2x), numerals",3,_
Molet,mole1239,_,-5.663114,146.525207,binary,binary+3,4 looks like it is from < x + x; 5 = x + x + y,x + x + y,unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Molima,moli1248,mox,-9.57457,150.614,unknown,unknown,English numerals used past 5,5,borrowed from English,borrowed from English,borrowed from English,borrowed from English,no,no,no,insufficient data,no,insufficient data,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Milne Bay,"abvd (2x), numerals",3,_
Molmo One,molm1235,aun,-3.38127,141.806,binary,binary proper,"3 = 2 + 1; 4 unknown (thus, possibly, binary+4)",unknown,unknown,unknown,unknown,unknown,yes,no,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,numerals,1,_
Molof,molo1262,msl,-3.41946,140.557,binary,binary proper,"3 = 2 + 1; 4 unknown (thus, possibly, binary+4)",unknown,unknown,unknown,unknown,unknown,yes,no,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Molof,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Moma,moma1242,myl,-1.4313,120.009,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Sulawesi,numerals (2x),2,_
Momare,moma1243,msz,-6.3409,147.79,quinary,quinary,5 = hand one; 6 = x + 1; 10 = 5 ⋅ 2,hand 1,hand 2,unknown,man 1,unknown,no,no,no,yes,no,no,maybe,_,yes,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,barlowpacific,1,_
Mombum,nucl1452,mso,-8.27141,138.773,quinary,quinary,6 to 9 = x + n,5 (?),x 5 (?),unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,_,Mombum-Koneraw,_,quinary,Papuan,no,Indonesia,Papua Province,barlowpacific,1,_
Momina,momi1242,mmb,-4.812,139.821,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Somahai,_,binary,Papuan,yes,Indonesia,Papua Province,_,0,_
Momogo-Pupis-Irogo,nort2917,nks,-4.89854,138.405,unknown,unknown,no data past 10; ten distinct forms given; could be body tally (some resemblances to other Asmat languages: 6 = wrist?; 8 = elbow?; 10 = shoulder?),5 (?),10 (?),unknown,unknown,unknown,no,no,no,no,no,insufficient data,insufficient data,maybe,_,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Momu-Fas,fass1245,fqs,-3.10868,141.64,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 contains hand; or English loans after 2",2 + 2 + 1 or hand x or borrowed from English,hand x hand x,unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Baibai-Fas,_,binary,Papuan,yes,Papua New Guinea,Sandaun,"abvd, barlowpacific (4x), numerals",6,_
Momuna,momu1241,mqf,-5.04431,139.26,binary,binary proper,"3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x; also body tally (8 = elbow)",2 + 2 + x or body part (?),body part (?),unknown,body part (?),unknown,yes,no,no,no,no,maybe,insufficient data,yes,_,Somahai,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (2x), numerals (2x)",2,_
Mondropolon,mond1265,npn,-2.01359,146.931,decimal,decimal modified,"subtraction for 7, 8, 9; 11 = 10 + 1, 12 = 10 + 2",5,1 ⋅ 10,unknown,1 ⋅ 10 ⋅ 2,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Manus,barlowpacific (2x),2,_
Mongondow,mong1342,mog,0.64616,124.114,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,North Sulawesi,"abvd, barlowpacific, numerals",3,_
Moni,moni1261,mnz,-3.72962,136.886,quinary,quinary,6 to 9 = x + n,5 (?),10 (?) or 5 + 5 (different forms),10 + 5,person 1 (?),person 2 (?),no,no,no,yes,no,maybe,yes,_,_,Paniai Lakes,_,decimal,Papuan,yes,Indonesia,Papua Province,"barlowpacific (4x), numerals",5,_
Mono-Alu,mono1273,mte,-7.05102,155.76,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,20 (< person?),4 ⋅ 10,no,no,no,no,no,yes,maybe,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Western (Solomons),"abvd (3x), numerals (2x)",5,"aluu1243, faur1237, mono1274"
Monumbo,nucl1458,mxk,-4.2717,144.95,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 contains arm?; quinary starting at 5",hand 1,hand [plural],unknown,person,unknown,yes,no,no,yes,no,insufficient data,maybe,_,yes,Bogia,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Mor (Bomberai Peninsula),morb1239,moq,-2.85747,132.845,quinary,quinary,6 = 5 + 1,5 (?),unknown,unknown,unknown,unknown,no,no,no,yes,insufficient data,insufficient data,insufficient data,_,_,Mor (Bomberai Peninsula),_,quinary,Papuan,yes,Indonesia,West Papua Province,"barlowpacific (3x), lexirumah",4,_
Mor (Mor Islands),morm1235,mhz,-2.87055,135.95,quinary,quinary,6 to 9 = 5 + n,5,1 ⋅ 10 (innovative?),1 ⋅ 10 + 5,person 1,person 2,no,no,no,yes,no,maybe,yes,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,Papua Province,"abvd (2x), barlowpacific (2x), numerals",5,_
Moraid,mora1239,msg,-1.04083,131.965,quinary,quinary,6 to 9 = x + n (3 and 4 < Austronesian?),5 (?),10 (?),unknown,1 man (?),2 man (?),no,no,no,yes,no,maybe,yes,_,_,West Bird's Head,_,quinary,Papuan,yes,Indonesia,West Papua Province,"barlowpacific, numerals",2,_
Morawa,mora1273,mze,-10.1321,148.671,quinary,quinary,5 contains hand; 6 to 9 = 5 + n ,hand 1 (?),hand 2,unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,yes,Mailuan,_,binary,Papuan,yes,Papua New Guinea,Central (PNG),barlowpacific,1,_
Mores,rori1237,rga,-15.4048,166.843,quinary,quinary,"6 = 5 + x, 7 to 9 = x + n",5,1 ⋅ 10,unknown,unknown,unknown,no,no,no,yes,no,maybe,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Santo,"abvd, numerals",2,_
Moresada,more1258,msx,-4.57497,144.988,quinary,quinary,5 contains hand?; 6 to 9 = x + n,hand (?),x hand (?),unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Mori Atas,mori1269,mzq,-2.2555,121.035,decimal,decimal proper,"10, 100, 1000 distinct",5,1 ⋅ 10,unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Sulawesi,abvd (10x),10,_
Mori Bawah,mori1268,xmz,-2.56016,121.37,decimal,decimal proper,11 = 10 + 1; 12 = 10 + 2,5,1 ⋅ 10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,South Sulawesi,"abvd (11x), barlowpacific",12,_
Morigi,mori1271,mdb,-7.62961,143.88,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 = hand one",hand 1,unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,yes,Kiwaian,_,binary,Papuan,yes,Papua New Guinea,Gulf,"barlowpacific, numerals",2,_
Moronene,moro1287,mqn,-4.62361,121.824,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Southeast Sulawesi,"abvd (3x), lexirumah (3x), numerals",7,"kaba1285, rumb1240"
Morop-Dintere,iwur1240,iwo,-5.11036,140.823,binary,binary proper,3 = 2 + 1; body tally after 3 ? (6 = joint [probably wrist]),body part?,body part?,eye,body part?,unknown,yes,no,no,no,no,no,insufficient data,yes,_,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific, numerals",2,_
Morouas,moro1286,mrp,-15.3498,166.891,quinary,quinary,"6 = 5 + x, 7 to 9 = 5 + x + n",5,1 ⋅ 10,unknown,unknown,unknown,no,no,no,yes,no,maybe,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Santo,abvd (2x),2,_
Mortlockese,mort1237,mrl,5.50735,153.710778,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10 (innovative?),1 ⋅ 10 + 5,2 ⋅ 10 (different form),4 ⋅ 10 (different form),no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Micronesia,Chuuk state,"abvd (2x), numerals",3,_
Mosimo,mosi1248,mqv,-4.95226,145.605,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Moskona,mosk1236,mtj,-1.62201,133.145,quinary,quinary,6 to 9 = 5 + n,5 (?),10 (?),15 (?),person 1,person [class] 2,no,no,no,yes,no,maybe,yes,_,_,East Bird's Head,_,quinary,Papuan,yes,Indonesia,West Papua Province,"lexirumah, numerals",2,_
Mota,mota1237,mtt,-13.835361,167.690924,quinary,quinary,6 to 9 = x + n,5 or 1 ⋅ 5,1 ⋅ 10,1 ⋅ 10 + 5,1 ⋅ 10 ⋅ 2,1 ⋅ 10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Banks Islands,"abvd (2x), numerals",3,_
Motu,motu1246,meu,-9.67492,147.424,decimal,decimal modified,"multiplication/addition for 6 ([2] ⋅ 3), 8 ([2] ⋅ 4), 9 ([2] ⋅ 4 + 1); 11 to 19 = 10 + n",5,10 ⋅ 1 (innovative?),10 ⋅ 1 + 5,2 ⋅ 10 (innovative?),4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Central (PNG),"abvd (2x), barlowpacific, numerals",4,_
Mouk-Aria,mouk1239,mwh,-5.71155,149.158,quinary,quinary,6 to 9 = x + n,5,1 ⋅ 10 (innovative?),1 ⋅ 10 + 5,x ⋅ 2,x ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,West New Britain,"abvd (2x), barlowpacific (3x), numerals (2x)",7,mouk1240
Mountain Koiali,moun1252,kpx,-9.06973,147.384,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 = hand one; quinary starting at 5",hand 1 or hand other,hand 2,hand 2 foot 1,hand 2 foot 2,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Koiarian,_,binary,Papuan,yes,Papua New Guinea,Central (PNG),"barlowpacific (2x), numerals",3,_
Mouwase,mouw1234,jmw,-7.442,143.808,binary,binary+3,4 = 2 + 2; 5 contains hand?,hand 1 (?),hand 2 (?),unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Turama-Kikori,_,_,Papuan,yes,Papua New Guinea,Gulf,barlowpacific (3x),3,_
Movono,tang1347,tgp,-15.5643,166.958,quinary,quinary,"6 = 5 + x, 7 to 9 = x + n (or 6 = 5 + x, 7 to 8 = 5 + x + n)",5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Santo,"abvd, numerals",2,_
Moyadan Itneg,moya1235,ity,17.4232,120.702,decimal,decimal proper,20 = 2 ⋅ 10,5,1 ⋅ 10,unknown,2 ⋅ 10,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Cordillera,barlowpacific,1,_
Mpotovoro,mpot1241,mvt,-15.8988,167.232,quinary,quinary,6 to 9 = 5 + n; one dialect (Mpotovoro) has a decimal system with special morpheme for 6 through 9 (perhaps involving sequential number word formation),5,1 ⋅ 10,unknown,10 ⋅ 2,unknown,no,no,no,yes,no,yes,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Malakula,"abvd (5x), numerals (2x)",7,_
Mpur,mpur1239,akc,-0.7489,133.166,quinary,quinary,6 to 9 = 5 + n,5 (?),10 ⋅ 1 (?),10 ⋅ 1 + 5,10 ⋅ 2 (?),10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Mpur,_,quinary,Papuan,yes,Indonesia,West Papua Province,"barlowpacific, lexirumah, numerals",3,_
Mt. Iraya Agta,mtir1236,atl,13.4588,123.552,decimal,decimal proper,"10, 100, 1000 distinct",5,1 ⋅ 10,unknown,borrowed from Spanish,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Bicol,barlowpacific,1,_
Mt. Iriga Agta,mtir1235,agz,13.4566,123.463,decimal,decimal proper,"10, 100, 1000 distinct",5,1 ⋅ 10,unknown,borrowed from Spanish,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Bicol,barlowpacific (2x),2,_
Mualang,mual1241,mtd,0.31083,111.077,decimal,decimal modified,"subtraction for 8, 9; 11 to 19 = n + x",5,1 ⋅ 10,5 + x,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Kalimantan,numerals,1,_
Mubami,muba1238,tsx,-7.5501,142.998,unknown,unknown,body tally (5 = thumb),thumb,upper arm,unknown,unknown,unknown,no,no,no,no,no,insufficient data,insufficient data,yes,_,Anim,_,binary,Papuan,yes,Papua New Guinea,Western (PNG),barlowpacific,1,_
Muduapa,mudu1242,wiv,-4.69751,149.489,quinary,quinary,6 to 9 = x + n,5,1 ⋅ 10,1 ⋅ 10 + 5,1 ⋅ 10 ⋅ 2,1 ⋅ 10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,West New Britain,"abvd, barlowpacific, numerals",3,_
Mufian,mufi1238,aoj,-3.57932,142.955,binary,binary+3,"4 = 2 + 2; some dialects reflect ternary elements (5 = 3 + 3, 6 = 3 + 3); or 5 contains arm?",3 + 2 or arm x (?),3 + 2 + 3 + 2 or arm arm (?) or x 2 (?),unknown,unknown,unknown,yes,maybe,no,maybe,no,insufficient data,insufficient data,_,yes,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific (4x),4,_
Mulaha,mula1254,mfw,-9.68333,147.45,binary,binary+3,"4 = 2 + 2, 5 = 2 + 2 + 1",2 + 2 + 1,unknown,unknown,unknown,unknown,yes,no,no,no,insufficient data,insufficient data,insufficient data,_,_,Kwalean,_,binary,Papuan,yes,Papua New Guinea,Central (PNG),barlowpacific (2x),2,_
Mum,mumm1238,kqa,-4.83462,145.059,binary,binary proper,"3 = 2 + x, 4 = 2 + 2; 5 contains hand",hand side,hand side both,unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific, numerals",2,_
Muna,muna1247,mnb,-5.40419,122.541,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Southeast Sulawesi,"abvd (2x), barlowpacific, lexirumah (13x), numerals",17,"guuu1237, kada1289, kato1242, mawa1264, siom1237, laku1237, stan1308"
Munggui,mung1269,mth,-1.66773,135.918,quinary,quinary,"simplex 6, 7, 8; 9 = x + 4",5,1 ⋅ 10 (?),unknown,person 1,unknown,no,no,no,yes,no,maybe,maybe,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,Papua Province,numerals,1,_
Mungkip,mung1272,mpv,-6.46208,146.747,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; 6 contains hand?",2 + 2 + 1,both together,unknown,legs finished,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,barlowpacific,1,_
Munit,muni1257,mtc,-5.24329,145.548,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Mur Pano,murp1234,tkv,-5.6642,146.522,quinary,quinary,4 is reduplicative x + x; 10 = 5 + 5,5 x (?) (innovative?),5 + 5 (innovative?),unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Muratayak,mura1271,asx,-5.74416,146.54,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Madang,_,0,_
Murik (Malaysia),muri1259,mxr,3.7519,114.434,decimal,decimal modified,subtraction for 9 ?; 11 to 19 = 10 + n,5,10,10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Malaysia,Sarawak,"abvd, barlowpacific, numerals",3,ngor1244
Murik (Papua New Guinea),muri1260,mtf,-3.86959,144.166,quinary,quinary,6 to 9 = x + n,5 (?),10 (?),unknown,unknown,unknown,no,no,no,yes,no,maybe,insufficient data,_,_,Lower Sepik,_,quinary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific (5x),5,_
Murkim,murk1238,rmh,-4.07548,140.913,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1",2 + 2 + 1 or 5 (?),10 (?) or 1 ⋅ 10 (?),unknown,20 (?),unknown,yes,no,no,insufficient data,no,maybe,maybe,_,_,Lepki-Murkim-Kembra,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific (2x),2,_
Murupi,muru1273,mqw,-5.0245,145.606,unknown,unknown,body tally (5 = fist),fist,shoulder,upper arm,index finger,unknown,no,no,no,no,no,no,insufficient data,yes,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Musi,musi1241,mui,-2.93987,103.945,decimal,decimal modified,"subtraction for 8, 9; 11 = 1 + x",5,10 or 1 ⋅ 10,5 + x,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,South Sumatra,"googleuninum, numerals",2,_
Musom,muso1238,msu,-6.53817,146.93,binary,binary proper,"3 = 2 + x, 4 = 2 + 2; 5 contains hand; quinary starting at 5",hand half,hand 2 or hand 2 ⋅ 1 (?),hand 2 leg half or hand 2 together side leg take (?),hand 2 leg 2 or foot 2 hand 2,unknown,yes,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Morobe,"barlowpacific, numerals",2,_
Mussau-Emira,muss1246,emi,-1.44105,149.624,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,New Ireland,"abvd (2x), barlowpacific (2x), numerals",5,muss1248
